7MSHOT,7MACC,6MSHOT,6MACC,9MSHOT,9MACC,WINGSHOT,WINGACC,PIVOTSHOT,PIVOTACC,FASTBREAKSHOT,FASTBREAKACC,GOAL
0,0.0,0,0.0,0,0.0,3,0.67,0,0.0,2,1.0,4
0,0.0,0,0.0,0,0.0,6,1.0,0,0.0,1,1.0,7
0,0.0,0,0.0,0,0.0,2,0.5,0,0.0,2,1.0,3
0,0.0,0,0.0,0,0.0,2,1.0,0,0.0,1,0.0,2
0,0.0,0,0.0,0,0.0,2,0.5,0,0.0,0,0.0,1
3,0.67,0,0.0,0,0.0,7,0.43,1,1.0,0,0.0,6
0,0.0,0,0.0,0,0.0,6,0.67,0,0.0,0,0.0,4
0,0.0,0,0.0,0,0.0,2,1.0,1,0.0,0,0.0,2
0,0.0,1,1.0,0,0.0,3,0.33,0,0.0,0,0.0,2
2,0.5,0,0.0,0,0.0,3,0.67,0,0.0,3,1.0,6
0,0.0,0,0.0,0,0.0,3,0.33,0,0.0,0,0.0,1
0,0.0,0,0.0,0,0.0,2,1.0,0,0.0,3,1.0,5
0,0.0,0,0.0,0,0.0,4,0.75,0,0.0,2,0.5,4
4,0.5,0,0.0,0,0.0,3,0.67,0,0.0,0,0.0,4
0,0.0,0,0.0,0,0.0,5,0.6,0,0.0,0,0.0,3
0,0.0,0,0.0,0,0.0,2,0.5,0,0.0,0,0.0,1
0,0.0,0,0.0,0,0.0,2,0.5,0,0.0,0,0.0,1
0,0.0,0,0.0,0,0.0,3,1.0,0,0.0,3,1.0,6
0,0.0,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,2
5,1.0,0,0.0,0,0.0,2,0.5,0,0.0,2,1.0,8
0,0.0,0,0.0,0,0.0,5,0.8,0,0.0,0,0.0,4
0,0.0,0,0.0,0,0.0,6,0.83,0,0.0,0,0.0,5
0,0.0,0,0.0,0,0.0,4,1.0,1,0.0,0,0.0,4
2,1.0,1,0.0,1,0.0,3,0.67,0,0.0,4,0.75,7
0,0.0,1,1.0,0,0.0,4,0.75,0,0.0,0,0.0,4
0,0.0,0,0.0,2,0.5,2,0.0,0,0.0,2,1.0,3
0,0.0,0,0.0,0,0.0,2,0.5,0,0.0,3,1.0,4
0,0.0,0,0.0,0,0.0,4,0.75,0,0.0,0,0.0,3
0,0.0,0,0.0,0,0.0,4,0.75,0,0.0,1,1.0,4
0,0.0,0,0.0,0,0.0,4,0.5,0,0.0,3,0.67,4
0,0.0,0,0.0,0,0.0,3,0.33,0,0.0,1,0.0,1
0,0.0,0,0.0,0,0.0,2,0.5,0,0.0,0,0.0,1
0,0.0,0,0.0,0,0.0,2,1.0,0,0.0,3,1.0,5
1,0.0,1,0.0,0,0.0,2,1.0,0,0.0,0,0.0,2
0,0.0,0,0.0,0,0.0,4,1.0,0,0.0,0,0.0,4
0,0.0,0,0.0,0,0.0,5,0.8,0,0.0,2,1.0,6
0,0.0,0,0.0,0,0.0,2,1.0,0,0.0,2,1.0,4
0,0.0,1,1.0,0,0.0,5,0.6,0,0.0,0,0.0,4
0,0.0,0,0.0,0,0.0,2,0.5,0,0.0,0,0.0,1
8,1.0,0,0.0,0,0.0,3,1.0,0,0.0,0,0.0,11
4,1.0,0,0.0,0,0.0,5,1.0,0,0.0,0,0.0,9
4,0.75,0,0.0,0,0.0,2,0.5,0,0.0,1,1.0,5
0,0.0,0,0.0,1,0.0,2,0.5,0,0.0,4,1.0,5
2,0.5,0,0.0,0,0.0,2,0.5,0,0.0,0,0.0,2
3,1.0,0,0.0,0,0.0,6,0.5,0,0.0,1,1.0,7
0,0.0,0,0.0,0,0.0,5,0.4,0,0.0,1,1.0,3
0,0.0,0,0.0,0,0.0,2,0.0,0,0.0,1,1.0,1
0,0.0,0,0.0,0,0.0,5,0.4,0,0.0,0,0.0,2
0,0.0,0,0.0,2,1.0,2,1.0,0,0.0,0,0.0,4
0,0.0,0,0.0,0,0.0,3,0.67,0,0.0,1,1.0,3
0,0.0,0,0.0,0,0.0,2,0.0,1,1.0,1,0.0,1
8,1.0,1,1.0,0,0.0,6,0.67,0,0.0,0,0.0,13
0,0.0,0,0.0,0,0.0,3,1.0,0,0.0,1,1.0,4
0,0.0,0,0.0,0,0.0,6,0.5,0,0.0,0,0.0,3
4,0.75,1,0.0,0,0.0,2,1.0,1,1.0,1,1.0,7
3,1.0,0,0.0,0,0.0,2,0.5,0,0.0,0,0.0,4
0,0.0,0,0.0,0,0.0,2,0.5,0,0.0,0,0.0,1
2,0.0,1,1.0,0,0.0,3,0.33,0,0.0,1,1.0,3
0,0.0,1,0.0,0,0.0,3,0.67,0,0.0,0,0.0,2
0,0.0,0,0.0,0,0.0,3,0.67,1,0.0,0,0.0,2
0,0.0,0,0.0,0,0.0,2,0.5,1,0.0,0,0.0,1
0,0.0,0,0.0,0,0.0,6,0.83,1,1.0,1,1.0,7
2,1.0,0,0.0,0,0.0,5,0.4,0,0.0,2,1.0,6
5,1.0,2,0.5,0,0.0,3,1.0,0,0.0,0,0.0,9
0,0.0,0,0.0,0,0.0,4,0.75,0,0.0,1,1.0,4
2,1.0,0,0.0,0,0.0,5,0.8,0,0.0,1,1.0,7
0,0.0,0,0.0,0,0.0,7,0.71,0,0.0,0,0.0,5
0,0.0,1,1.0,0,0.0,5,1.0,0,0.0,4,0.75,9
0,0.0,0,0.0,0,0.0,3,0.67,0,0.0,0,0.0,2
0,0.0,0,0.0,0,0.0,2,1.0,1,0.0,0,0.0,2
0,0.0,0,0.0,0,0.0,5,0.8,0,0.0,0,0.0,4
1,1.0,0,0.0,0,0.0,3,0.67,0,0.0,2,0.5,4
0,0.0,0,0.0,0,0.0,2,0.0,0,0.0,0,0.0,0
0,0.0,0,0.0,0,0.0,2,0.0,0,0.0,1,0.0,0
0,0.0,0,0.0,0,0.0,2,1.0,0,0.0,1,1.0,3
0,0.0,0,0.0,4,0.5,2,1.0,1,1.0,0,0.0,5
0,0.0,0,0.0,0,0.0,3,0.67,0,0.0,0,0.0,2
0,0.0,0,0.0,0,0.0,4,1.0,0,0.0,2,1.0,6
0,0.0,0,0.0,0,0.0,2,1.0,1,1.0,1,0.0,3
0,0.0,0,0.0,0,0.0,2,0.0,0,0.0,1,0.0,0
0,0.0,0,0.0,0,0.0,4,0.5,1,1.0,0,0.0,3
0,0.0,0,0.0,0,0.0,2,0.5,0,0.0,0,0.0,1
0,0.0,0,0.0,0,0.0,3,0.33,0,0.0,6,0.83,6
0,0.0,0,0.0,0,0.0,2,1.0,0,0.0,1,1.0,3
0,0.0,0,0.0,0,0.0,2,1.0,0,0.0,1,0.0,2
0,0.0,0,0.0,0,0.0,2,0.5,0,0.0,0,0.0,1
0,0.0,1,1.0,0,0.0,2,0.0,0,0.0,0,0.0,1
0,0.0,0,0.0,0,0.0,3,0.67,0,0.0,2,1.0,4
3,0.67,0,0.0,0,0.0,3,0.67,0,0.0,1,1.0,5
3,1.0,0,0.0,0,0.0,2,0.0,0,0.0,0,0.0,3
0,0.0,2,1.0,0,0.0,2,1.0,0,0.0,1,1.0,5
0,0.0,1,0.0,0,0.0,3,0.33,0,0.0,1,1.0,2
0,0.0,0,0.0,0,0.0,7,0.71,0,0.0,1,0.0,5
0,0.0,0,0.0,0,0.0,2,0.5,0,0.0,1,1.0,2
0,0.0,0,0.0,0,0.0,4,0.25,1,1.0,0,0.0,2
0,0.0,0,0.0,0,0.0,3,0.0,1,1.0,0,0.0,1
2,1.0,0,0.0,0,0.0,5,0.6,0,0.0,2,1.0,7
2,0.5,0,0.0,0,0.0,3,0.67,0,0.0,2,1.0,5
0,0.0,0,0.0,0,0.0,5,0.4,0,0.0,0,0.0,2
0,0.0,1,1.0,0,0.0,4,1.0,0,0.0,2,1.0,7
1,0.0,0,0.0,0,0.0,3,0.67,0,0.0,0,0.0,2
0,0.0,0,0.0,0,0.0,2,0.0,0,0.0,0,0.0,0
0,0.0,0,0.0,1,1.0,2,0.5,0,0.0,1,1.0,3
0,0.0,0,0.0,0,0.0,4,0.25,0,0.0,1,1.0,2
2,1.0,0,0.0,0,0.0,3,0.33,0,0.0,1,1.0,4
0,0.0,0,0.0,0,0.0,3,0.33,1,1.0,3,0.67,4
0,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0
0,0.0,0,0.0,0,0.0,3,0.33,0,0.0,0,0.0,1
0,0.0,1,0.0,0,0.0,2,0.0,0,0.0,0,0.0,0
0,0.0,0,0.0,0,0.0,9,0.56,0,0.0,0,0.0,5
0,0.0,0,0.0,0,0.0,2,0.5,0,0.0,2,1.0,3
0,0.0,1,1.0,0,0.0,6,0.83,0,0.0,0,0.0,6
0,0.0,0,0.0,0,0.0,7,0.71,0,0.0,1,1.0,6
5,0.8,0,0.0,0,0.0,2,0.5,0,0.0,0,0.0,5
0,0.0,0,0.0,0,0.0,4,0.75,0,0.0,0,0.0,3
2,1.0,0,0.0,0,0.0,2,0.0,0,0.0,0,0.0,2
0,0.0,0,0.0,0,0.0,4,0.25,0,0.0,3,1.0,4
0,0.0,0,0.0,0,0.0,5,0.6,0,0.0,1,0.0,3
0,0.0,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,2
0,0.0,1,0.0,0,0.0,4,0.75,0,0.0,0,0.0,3
0,0.0,1,0.0,0,0.0,3,0.67,0,0.0,0,0.0,2
2,1.0,3,1.0,0,0.0,6,0.67,0,0.0,2,1.0,11
1,1.0,0,0.0,0,0.0,3,0.67,0,0.0,1,0.0,3
0,0.0,0,0.0,0,0.0,4,0.75,0,0.0,0,0.0,3
0,0.0,1,0.0,0,0.0,3,0.33,0,0.0,0,0.0,1
1,1.0,1,1.0,0,0.0,2,1.0,2,1.0,0,0.0,6
0,0.0,0,0.0,0,0.0,5,0.8,0,0.0,2,0.5,5
0,0.0,2,1.0,0,0.0,3,0.33,0,0.0,0,0.0,3
0,0.0,0,0.0,0,0.0,2,1.0,0,0.0,2,1.0,4
2,1.0,0,0.0,0,0.0,4,0.75,0,0.0,0,0.0,5
0,0.0,0,0.0,0,0.0,3,1.0,1,0.0,2,1.0,5
0,0.0,0,0.0,0,0.0,5,0.4,0,0.0,2,1.0,4
2,0.5,0,0.0,0,0.0,2,0.5,1,1.0,1,1.0,4
0,0.0,0,0.0,0,0.0,2,0.0,0,0.0,1,1.0,1
0,0.0,1,1.0,0,0.0,7,0.57,0,0.0,2,1.0,7
0,0.0,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,2
0,0.0,0,0.0,0,0.0,5,1.0,0,0.0,2,1.0,7
0,0.0,0,0.0,0,0.0,6,0.33,0,0.0,0,0.0,2
7,0.86,2,1.0,0,0.0,5,0.4,0,0.0,0,0.0,10
0,0.0,1,0.0,0,0.0,3,1.0,0,0.0,0,0.0,3
7,0.71,0,0.0,0,0.0,2,0.5,3,0.67,2,0.5,9
0,0.0,0,0.0,0,0.0,2,0.5,0,0.0,1,0.0,1
1,1.0,0,0.0,0,0.0,6,0.33,1,0.0,1,1.0,4
0,0.0,0,0.0,0,0.0,2,0.5,1,1.0,0,0.0,2
0,0.0,0,0.0,0,0.0,2,0.0,0,0.0,1,0.0,0
3,1.0,0,0.0,0,0.0,2,1.0,0,0.0,2,0.5,6
0,0.0,0,0.0,0,0.0,2,0.5,0,0.0,1,1.0,2
2,1.0,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,4
0,0.0,0,0.0,0,0.0,4,0.5,0,0.0,1,1.0,3
0,0.0,0,0.0,0,0.0,7,0.43,0,0.0,1,1.0,4
1,0.0,0,0.0,0,0.0,3,0.0,0,0.0,0,0.0,0
0,0.0,1,1.0,0,0.0,3,1.0,1,0.0,2,1.0,6
